dictLookup,index,termID,termLabel,dictText,itemNum,matchType,matchSlugs,personLookup,placeLookup
Olive,4681,o-p46.3,Olive,"The fruit of the olive-tree. This tree yielded oil which was highly valued. The best oil was from olives that were plucked before being fully ripe, and then beaten or squeezed ([Deut. 24:20](/deut#Deut.24.20); [Isa. 17:6](/isa#Isa.17.6); [24:13](/isa#Isa.24.13)). It was called “beaten,” or “fresh oil” ([Ex. 27:20](/exod#Exod.27.20)). There were also oil-presses, in which the oil was trodden out by the feet ([Micah 6:15](/mic#Mic.6.15)). James (3:12) calls the fruit “olive berries.” The phrase “vineyards and olives” ([Judg. 15:5](/judg#Judg.15.5), A.V.) should be simply “olive-yard,” or “olive-garden,” as in the Revised Version.",0.0,unmatched,unmatched,,
Olive-tree,4682,o-p47.8,Olive-tree,"Is frequently mentioned in Scripture. The dove from the ark brought an olive-branch to Noah ([Gen. 8:11](/gen#Gen.8.11)). It is mentioned among the most notable trees of Palestine, where it was cultivated long before the time of the Hebrews ([Deut. 6:11](/deut#Deut.6.11); [8:8](/deut#Deut.8.8)). It is mentioned in the first Old Testament parable, that of Jotham ([Judg. 9:9](/judg#Judg.9.9)), and is named among the blessings of the “good land,” and is at the present day the one characteristic tree of Palestine. The oldest olive-trees in the country are those which are enclosed in the Garden of Gethsemane. It is referred to as an emblem of prosperity and beauty and religious privilege ([Ps. 52:8](/ps#Ps.52.8); [Jer. 11:16](/jer#Jer.11.16); [Hos. 14:6](/hos#Hos.14.6)). The two “witnesses” mentioned in [Rev. 11:4](/rev#Rev.11.4) are spoken of as “two olive trees standing before the God of the earth.” (Comp. [Zech. 4:3](/zech#Zech.4.3), [11](/zech#Zech.4.11)-14.)

 The “olive-tree, wild by nature” ([Rom. 11:24](/rom#Rom.11.24)), is the shoot or cutting of the good olive-tree which, left ungrafted, grows up to be a “wild olive.” In [Rom. 11:17](/rom#Rom.11.17) Paul refers to the practice of grafting shoots of the wild olive into a “good” olive which has become unfruitful. By such a process the sap of the good olive, by pervading the branch which is “graffed in,” makes it a good branch, bearing good olives. Thus the Gentiles, being a “wild olive,” but now “graffed in,” yield fruit, but only through the sap of the tree into which they have been graffed. This is a process “contrary to nature” (11:24).",0.0,unmatched,unmatched,,
"Olives, Mount of",4683,o-p49.3,"Olves, Mount of","So called from the olive trees with which its sides are clothed, is a mountain ridge on the east of Jerusalem ([1 Kings 11:7](/1kgs#1Kgs.11.7); [Ezek. 11:23](/ezek#Ezek.11.23); [Zech. 14:4](/zech#Zech.14.4)), from which it is separated by the valley of Kidron. It is first mentioned in connection with David’s flight from Jerusalem through the rebellion of Absalom ([2 Sam. 15:30](/2sam#2Sam.15.30)), and is only once again mentioned in the Old Testament, in [Zech. 14:4](/zech#Zech.14.4). It is, however, frequently alluded to ([1 Kings 11:7](/1kgs#1Kgs.11.7); [2 Kings 23:13](/2kgs#2Kgs.23.13); [Neh. 8:15](/neh#Neh.8.15); [Ezek. 11:23](/ezek#Ezek.11.23)).

 It is frequently mentioned in the New Testament ([Matt. 21:1](/matt#Matt.21.1); [26:30](/matt#Matt.26.30), etc.). It now bears the name of Jebel et-Tur, i.e., “Mount of the Summit;” also sometimes called Jebel ez-Zeitun, i.e., “Mount of Olives.” It is about 200 feet above the level of the city. The road from Jerusalem to Bethany runs as of old over this mount. It was on this mount that Jesus stood when he wept over Jerusalem. “No name in Scripture,” says Dr. Porter, “calls up associations at once so sacred and so pleasing as that of Olivet. The ‘mount’ is so intimately connected with the private, the devotional life of the Saviour, that we read of it and look at it with feelings of deepest interest and affection. Here he often sat with his disciples, telling them of wondrous events yet to come, of the destruction of the Holy City; of the sufferings, the persecution, and the final triumph of his followers ([Matt. 24](/matt#Matt.24)). Here he gave them the beautiful parables of the ten virgins and the five talents (25); here he was wont to retire on each evening for meditation, and prayer, and rest of body, when weary and harassed by the labours and trials of the day ([Luke 21:37](/luke#Luke.21.37)); and here he came on the night of his betrayal to utter that wonderful prayer, ‘O my Father, if it be possible, let this cup pass from me: nevertheless not as I will, but as thou wilt’ ([Matt. 26:39](/matt#Matt.26.39)). And when the cup of God’s wrath had been drunk, and death and the grave conquered, he led his disciples out again over Olivet as far as to Bethany, and after a parting blessing ascended to heaven ([Luke 24:50](/luke#Luke.24.50), [51](/luke#Luke.24.51); [Acts 1:12](/acts#Acts.1.12)).”

 This mount, or rather mountain range, has four summits or peaks: (1) the “Galilee” peak, so called from a tradition that the angels stood here when they spoke to the disciples ([Acts 1:11](/acts#Acts.1.11)); (2) the “Mount of Ascension,” the supposed site of that event, which was, however, somewhere probably nearer Bethany ([Luke 24:51](/luke#Luke.24.51), [52](/luke#Luke.24.52)); (3) the “Prophets,” from the catacombs on its side, called “the prophets’ tombs;” and (4) the “Mount of Corruption,” so called because of the “high places” erected there by Solomon for the idolatrous worship of his foreign wives ([1 Kings 11:7](/1kgs#1Kgs.11.7); [2 Kings 23:13](/2kgs#2Kgs.23.13); Vulg., “Mount of Offence”).",0.0,place,mount_of_olives_828,,"mount_of_olives_828,mount_of_olives_861"
Olympas,4684,o-p52.6,Olympas,A Roman Christian whom Paul salutes ([Rom. 16:15](/rom#Rom.16.15)).,0.0,person,olympas_2241,olympas_2241,
Omar,4685,o-p53.2,Omar,"Eloquent, the son of Eliphaz, who was Esau’s eldest son ([Gen. 36:11-15](/gen#Gen.36.11)).",0.0,person,omar_2242,omar_2242,
Omega,4686,o-p54.2,Omega,"([Rev. 1:8](/rev#Rev.1.8)), the last letter in the Greek alphabet. (See A.)",0.0,unmatched,unmatched,,
Omer,4687,o-p55.3,Omer,"A handful, one-tenth of an ephah=half a gallon dry measure ([Ex. 16:22](/exod#Exod.16.22), [32](/exod#Exod.16.32), [33](/exod#Exod.16.33), [36](/exod#Exod.16.36))=“tenth deal.”",0.0,unmatched,unmatched,,
Omri,4688,o-p56.5,Omri,"Servant of Jehovah. When Elah was murdered by Zimri at Tirzah ([1 Kings 16:15-27](/1kgs#1Kgs.16.15)), Omri, his captain, was made king (B.C. 931). For four years there was continued opposition to his reign, Tibni, another claimant to the throne, leading the opposing party; but at the close of that period all his rivals were defeated, and he became king of Israel, “Tibni died and Omri reigned” (B.C. 927). By his vigour and power he gained great eminence and consolidated the kingdom. He fixed his dynasty on the throne so firmly that it continued during four succeeding reigns. Tirza was for six years the seat of his government. He then removed the capital to Samaria (q.v.), where he died, and was succeeded by his son Ahab. “He wrought evil in the eyes of the Lord, and did worse than all that were before him.”

 Beth-omri, “the house” or “city of Omri,” is the name usually found on Assyrian inscriptions for Samaria. In the stele of Mesha (the “Moabite stone”), which was erected in Moab about twenty or thirty years after Omri’s death, it is recorded that Omri oppressed Moab till Mesha delivered the land: “Omri, king of Israel, oppressed Moab many days, for Chemosh was angry with his land. His son succeeded him, and he also said, I will oppress Moab” (comp. [2 Kings 1:1](/2kgs#2Kgs.1.1); [3:4](/2kgs#2Kgs.3.4), [5](/2kgs#2Kgs.3.5)). The “Moabite stone” also records that “Omri took the land of Medeba, and occupied it in his day and in the days of his son forty years.”",0.0,person,omri_2243,omri_2243,
On,4689,o-p58.4,On,"Light; the sun, ([Gen. 41:45](/gen#Gen.41.45), [50](/gen#Gen.41.50)), the great seat of sun-worship, called also Bethshemesh ([Jer. 43:13](/jer#Jer.43.13)) and Aven ([Ezek. 30:17](/ezek#Ezek.30.17)), stood on the east bank of the Nile, a few miles north of Memphis, and near Cairo, in the north-east. The Vulgate and the LXX. Versions have “Heliopolis” (“city of the sun”) instead of On in Genesis and of Aven in Ezekiel. The “city of destruction” Isaiah speaks of (19:18, marg. “of Heres;” Heb. ‘Ir-ha-heres, which some MSS. read Ir-ha-heres, i.e., “city of the sun”) may be the name given to On, the prophecy being that the time will come when that city which was known as the “city of the sun-god” shall become the “city of destruction” of the sun-god, i.e., when idolatry shall cease, and the worship of the true God be established.

 In ancient times this city was full of obelisks dedicated to the sun. Of these only one now remains standing. “Cleopatra’s Needle” was one of those which stood in this city in front of the Temple of Tum, i.e., “the sun.” It is now erected on the Thames Embankment, London.

 “It was at On that Joseph wooed and won the dark-skinned Asenath, the daughter of the high priest of its great temple.” This was a noted university town, and here Moses gained his acquaintance with “all the wisdom of the Egyptians.”",0.0,place,on_908,,on_908
Onan,4690,o-p61.1,Onan,"Strong, the second son of Judah ([Gen. 38:4-10](/gen#Gen.38.4); comp. [Deut. 25:5](/deut#Deut.25.5); [Matt. 22:24](/matt#Matt.22.24)). He died before the going down of Jacob and his family into Egypt.",0.0,person,onan_2250,onan_2250,
Onesimus,4691,o-p62.4,Onesimus,"Useful, a slave who, after robbing his master Philemon (q.v.) at Colosse, fled to Rome, where he was converted by the apostle Paul, who sent him back to his master with the epistle which bears his name. In it he beseeches Philemon to receive his slave as a “faithful and beloved brother.” Paul offers to pay to Philemon anything his slave had taken, and to bear the wrong he had done him. He was accompanied on his return by Tychicus, the bearer of the Epistle to the Colossians ([Philemon 1](/phlm#Phlm.1.1):16, 18).

 The story of this fugitive Colossian slave is a remarkable evidence of the freedom of access to the prisoner which was granted to all, and “a beautiful illustration both of the character of St. Paul and the transfiguring power and righteous principles of the gospel.”",0.0,unmatched,unmatched,onesimus_2251,
Onesiphorus,4692,o-p64.1,Onesiphorus,"Bringing profit, an Ephesian Christian who showed great kindness to Paul at Rome. He served him in many things, and had oft refreshed him. Paul expresses a warm interest in him and his household ([2 Tim. 1:16-18](/2tim#2Tim.1.16); [4:19](/2tim#2Tim.4.19)).",0.0,person,onesiphorus_2252,onesiphorus_2252,
Onion,4693,o-p65.3,Onion,"The Israelites in the wilderness longed for the “onions and garlick of Egypt” ([Num. 11:5](/num#Num.11.5)). This was the betsel of the Hebrews, the Allium cepe of botanists, of which it is said that there are some thirty or forty species now growing in Palestine. The onion is “the ‘undivided’ leek, unio_, _unus, one.”",0.0,unmatched,unmatched,,
Ono,4694,o-p66.2,Ono,"A town of Benjamin, in the “plain of Ono” ([1 Chr. 8:12](/1chr#1Chr.8.12); [Ezra 2:33](/ezra#Ezra.2.33)); now Kefr ‘Ana, 5 miles north of Lydda, and about 30 miles north-west of Jerusalem. Not succeeding in their attempts to deter Nehemiah from rebuilding the walls of Jerusalem, Sanballat and Tobiah resorted to strategem, and pretending to wish a conference with him, they invited him to meet them at Ono. Four times they made the request, and every time Nehemiah refused to come. Their object was to take him prisoner.",0.0,place,ono_909,,ono_909
Onycha,4695,o-p67.3,Onycha,"A nail; claw; hoof, (Heb. sheheleth; [Ex. 30:34](/exod#Exod.30.34)), a Latin word applied to the operculum, i.e., the claw or nail of the strombus or wing-shell, a univalve common in the Red Sea. The opercula of these shell-fish when burned emit a strong odour “like castoreum.” This was an ingredient in the sacred incense.",0.0,unmatched,unmatched,,
Onyx,4696,o-p68.2,Onyx,"A hail; claw; hoof, (Heb. shoham), a precious stone adorning the breast-plate of the high priest and the shoulders of the ephod ([Ex. 28:9-12](/exod#Exod.28.9), [20](/exod#Exod.28.20); [35:27](/exod#Exod.35.27); [Job 28:16](/job#Job.28.16); [Ezek. 28:13](/ezek#Ezek.28.13)). It was found in the land of Havilah ([Gen. 2:12](/gen#Gen.2.12)). The LXX. translates the Hebrew word by smaragdos, an emerald. Some think that the sardonyx is meant. But the onyx differs from the sardonyx in this, that while the latter has two layers (black and white) the former has three (black, white, and red).",0.0,unmatched,unmatched,,
Open place,4697,o-p69.7,Open place,"[Gen. 38:14](/gen#Gen.38.14), [21](/gen#Gen.38.21), mar. Enaim; the same probably as Enam ([Josh. 15:34](/josh#Josh.15.34)), a city in the lowland or Shephelah.",0.0,place,enaim_383,,enaim_383
Ophel,4698,o-p70.4,Ophel,"Hill; mound, the long, narrow, rounded promontory on the southern slope of the temple hill, between the Tyropoeon and the Kedron valley ([2 Chr. 27:3](/2chr#2Chr.27.3); [33:14](/2chr#2Chr.33.14); [Neh. 3:26](/neh#Neh.3.26), [27](/neh#Neh.3.27)). It was surrounded by a separate wall, and was occupied by the Nethinim after the Captivity. This wall has been discovered by the engineers of the Palestine Exploration Fund at the south-eastern angle of the temple area. It is 4 feet below the present surface. In [2 Kings 5:24](/2kgs#2Kgs.5.24) this word is translated “tower” (R.V., “hill”), denoting probably some eminence near Elisha’s house.",0.0,place,ophel_910,,ophel_910
Ophir,4699,o-p71.6,Ophir,,0.0,unmatched,unmatched,,
Ophir 1,4700,o-p71.6,Ophir,One of the sons of Joktan ([Gen. 10:29](/gen#Gen.10.29)).,1.0,person,ophir_2253,ophir_2253,
Ophir 2,4701,o-p71.6,Ophir,"Some region famous for its gold ([1 Kings 9:28](/1kgs#1Kgs.9.28); [10:11](/1kgs#1Kgs.10.11); [22:48](/1kgs#1Kgs.22.48); [Job 22:24](/job#Job.22.24); [28:16](/job#Job.28.16); [Isa. 13:12](/isa#Isa.13.12)). In the LXX. this word is rendered “Sophir,” and “Sofir” is the Coptic name for India, which is the rendering of the Arabic version, as also of the Vulgate. Josephus has identified it with the Golden Chersonese, i.e., the Malay peninsula. It is now generally identified with Abhira, at the mouth of the Indus. Much may be said, however, in favour of the opinion that it was somewhere in Arabia.",2.0,place,ophir_911,,ophir_911
Ophni,4702,o-p73.7,Ophni,"Mouldy, a city of Benjamin ([Josh. 18:24](/josh#Josh.18.24)).",0.0,place,ophni_912,,ophni_912
Ophrah,4703,o-p74.2,Ophrah,A fawn. [1 Chr. 4:14](/1chr#1Chr.4.14).,0.0,person,ophrah_2254,ophrah_2254,
Ophrah 1,4704,o-p74.2,Ophrah,A city of Benjamin ([Josh. 18:23](/josh#Josh.18.23)); probably identical with Ephron ([2 Chr. 13:19](/2chr#2Chr.13.19)) and Ephraim ([John 11:54](/john#John.11.54)).,1.0,unmatched,unmatched,,
Ophrah 2,4705,o-p74.2,Ophrah,"“Of the Abi-ezrites.” A city of Manasseh, 6 miles south-west of Shechem, the residence of Gideon ([Judg. 6:11](/judg#Judg.6.11); [8:27](/judg#Judg.8.27), [32](/judg#Judg.8.32)). After his great victory over the Midianites, he slew at this place the captive kings (8:18-21). He then assumed the function of high priest, and sought to make Ophrah what Shiloh should have been. This thing “became a snare” to Gideon and his house. After Gideon’s death his family resided here till they were put to death by Abimelech ([Judg. 9:5](/judg#Judg.9.5)). It is identified with Ferata.",2.0,place,ophrah_914,,ophrah_914
