personLookup,status,personID,displayTitle,name,surname,alsoCalled,isProperName,ambiguous,Disambiguation (temp),gender,occupations,birthYear,minYear,deathYear,maxYear,birthPlace,deathPlace,memberOf,eastons,dictText,events,eventGroups,verseCount,verses,mother,father,partners,children,siblings,halfSiblingsSameMother,halfSiblingsSameFather,chaptersWritten,alphaGroup,slug,modified
rehum_2413,wip,2413,Rehum,Rehum,,"Harim,Nehum",checked,checked,Rehum (leader of clan of Israel),Male,,,-445,,-445,,,,Rehum 1,One of “the children of the province” who returned from the Captivity ([Ezra 2:2](/ezra#Ezra.2.2)); the same as “Nehum” ([Neh. 7:7](/neh#Neh.7.7)).,,,5,"Ezra.2.2,Neh.7.7,Neh.10.5,Neh.12.3,Neh.12.15",,,,,,,,,R,rehum_2413,2019-07-27 11:49
rehum_2414,wip,2414,Rehum,Rehum,,,checked,checked,Rehum (Persian commanding officer),Male,,,-522,,-522,,,,Rehum 2,"The “chancellor” of Artaxerxes, who sought to stir him up against the Jews ([Ezra 4:8-24](/ezra#Ezra.4.8)) and prevent the rebuilding of the walls and the temple of Jerusalem.",,,4,"Ezra.4.8,Ezra.4.9,Ezra.4.17,Ezra.4.23",,,,,,,,,R,rehum_2414,2019-07-27 11:49
rehum_2415,wip,2415,Rehum,Rehum,,,checked,checked,Rehum ( the son of Bani),Male,,,-445,,-445,,,,Rehum 3,A Levite ([Neh. 3:17](/neh#Neh.3.17)).,,,1,Neh.3.17,,bani_394,,,,,,,R,rehum_2415,2019-07-27 11:49
rehum_2416,wip,2416,Rehum,Rehum,,,checked,checked,Rehum(son of Hakaliah),Male,,,-445,,-445,,,,Rehum 4,[Neh. 10:25](/neh#Neh.10.25).,,,1,Neh.10.25,,,,,,,,,R,rehum_2416,2019-07-27 11:49
rei_2417,wip,2417,Rei,Rei,,,checked,,,Male,,,-1015,,-1015,,,,Rei,"Friendly, one who maintained true allegiance to king David ([1 Kings 1:8](/1kgs#1Kgs.1.8)) when Adonijah rebelled.",,,1,1Kgs.1.8,,,,,,,,,R,rei_2417,2019-07-27 11:49
rekem_2418,wip,2418,Rekem,Rekem,,,checked,checked,Rekem (one of the towns of Benjamin),Male,,,-1452,,-1444,,,,Rekem 1,One of the five Midianite kings whom the Israelites destroyed ([Num. 31:8](/num#Num.31.8)).,,,2,"Num.31.8,Josh.13.21",,,,,,,,,R,rekem_2418,2019-07-27 11:49
rekem_2419,wip,2419,Rekem,Rekem,,,checked,checked,Rekem (One of the sons of Hebron),Male,,,-1470,,-1470,,,Tribe of Judah,Rekem 2,"One of the sons of Hebron ([1 Chr. 2:43](/1chr#1Chr.2.43), [44](/1chr#1Chr.2.44)).",,,2,"1Chr.2.43,1Chr.2.44",,hebron_1476,,shammai_2543,"korah_1796,shema_2614,tappuah_2826",,,,R,rekem_2419,2019-07-27 11:49
remaliah_2420,wip,2420,Remaliah,Remaliah,,,checked,,,Male,,,-759,,-739,,,,Remaliah,"Adorned by the Lord, the father of Pekah, who conspired successfully against Pekahiah ([2 Kings 15:25](/2kgs#2Kgs.15.25), [27](/2kgs#2Kgs.15.27), [30](/2kgs#2Kgs.15.30), [32](/2kgs#2Kgs.15.32), [37](/2kgs#2Kgs.15.37); [Isa. 7:1](/isa#Isa.7.1), [4](/isa#Isa.7.4), [5](/isa#Isa.7.5), [9](/isa#Isa.7.9); 8:6).",,,13,"2Kgs.15.25,2Kgs.15.27,2Kgs.15.30,2Kgs.15.32,2Kgs.15.37,2Kgs.16.1,2Kgs.16.5,2Chr.28.6,Isa.7.1,Isa.7.4,Isa.7.5,Isa.7.9,Isa.8.6",,,,pekah_2299,,,,,R,remaliah_2420,2019-07-27 11:49
rephael_2421,wip,2421,Rephael,Rephael,,,checked,,,Male,,,-1015,,-1015,,,Tribe of Levi,Rephael,"Healed of God, one of Shemaiah’s sons. He and his brethren, on account of their “strength for service,” formed one of the divisions of the temple porters ([1 Chr. 26:7](/1chr#1Chr.26.7), [8](/1chr#1Chr.26.8)).",,,1,1Chr.26.7,,shemaiah_2627,,,"elihu_1128,elzabad_1188,obed_2231,othni_2258,semachiah_2487",,,,R,rephael_2421,2019-07-27 11:49
rephah_2422,wip,2422,Rephah,Rephah,,,checked,,,Male,,,0,,0,,,Tribe of Joseph,,,,,1,1Chr.7.25,,beriah_479,,,"resheph_2427,sherah_2666",,,,R,rephah_2422,2019-07-27 11:49
rephaiah_2396,wip,2396,Rephaiah,Rephaiah,,Rapha,checked,checked,Rephaiah (Binea),Male,,,-1200,,-1200,,,,,,,,2,"1Chr.8.37,1Chr.9.43",,binea_507,,,"azel_551,eleasah_1061",,,,R,rephaiah_2396,2019-07-27 11:49
rephaiah_2423,wip,2423,Rephaiah,Rephaiah,,,checked,checked,Rephaiah (son of David),Male,,,-1053,,-1053,,,Tribe of Judah,,,,,1,1Chr.3.21,,hananiah_1384,,,"arnan_310,jesaiah_883,obadiah_2216,pelatiah_2304,shechaniah_2583",,,,R,rephaiah_2423,2019-07-27 11:49
rephaiah_2424,wip,2424,Rephaiah,Rephaiah,,,checked,checked,Rephaiah (Son of ishi),Male,,,-1721,,-1721,,,,,,,,1,1Chr.4.42,,ishi_625,,,"neariah_2162,pelatiah_2305,uzziel_2930",,,,R,rephaiah_2424,2019-07-27 11:49
rephaiah_2425,wip,2425,Rephaiah,Rephaiah,,,checked,checked,Rephaiah (Head of the family),Male,,,0,,0,,,Tribe of Issachar,,,,,1,1Chr.7.2,,tola_2878,,,"jahmai_705,jeriel_862,jibsam_1614,shemuel_2654,uzzi_2918",,,,R,rephaiah_2425,2019-07-27 11:49
rephaiah_2426,wip,2426,Rephaiah,Rephaiah,,,checked,checked,Rephaiah (ruler of a half-district of Jerusalem),Male,,,-445,,-445,,,,,,,,1,Neh.3.9,,hur_1574,,,,,,,R,rephaiah_2426,2019-07-27 11:49
resheph_2427,wip,2427,Resheph,Resheph,,,checked,,,Male,,,0,,0,,,Tribe of Joseph,,,,,1,1Chr.7.25,,beriah_479,,telah_2835,"rephah_2422,sherah_2666",,,,R,resheph_2427,2019-07-27 11:49
reu_2428,publish,2428,Reu,Reu,,Ragau,checked,,,Male,,-2217,-2217,-1978,26,,,Genealogy of Jesus,,,,,6,"Gen.11.18,Gen.11.19,Gen.11.20,Gen.11.21,1Chr.1.25,Luke.3.35",,peleg_2308,,serug_2503,,,,,R,reu_2428,2020-08-22 01:09
reuben_2429,wip,2429,Reuben,Reuben,,,checked,,,Male,,-1756,-1752,,96,,,Tribe of Reuben,Reuben,"Behold a son!, the eldest son of Jacob and Leah ([Gen. 29:32](/gen#Gen.29.32)). His sinful conduct, referred to in [Gen. 35:22](/gen#Gen.35.22), brought down upon him his dying father’s malediction (48:4). He showed kindness to Joseph, and was the means of saving his life when his other brothers would have put him to death (37:21, 22). It was he also who pledged his life and the life of his sons when Jacob was unwilling to let Benjamin go down into Egypt. After Jacob and his family went down into Egypt (46:8) no further mention is made of Reuben beyond what is recorded in ch. 49:3, 4.",,,70,"Gen.29.32,Gen.30.14,Gen.35.22,Gen.35.23,Gen.37.21,Gen.37.22,Gen.37.29,Gen.42.22,Gen.42.37,Gen.46.8,Gen.46.9,Gen.48.5,Gen.49.3,Exod.1.2,Exod.6.14,Num.1.5,Num.1.20,Num.1.21,Num.2.10,Num.2.16,Num.7.30,Num.10.18,Num.13.4,Num.16.1,Num.26.5,Num.32.1,Num.32.2,Num.32.6,Num.32.25,Num.32.29,Num.32.31,Num.32.33,Num.32.37,Num.34.14,Deut.11.6,Deut.27.13,Deut.33.6,Josh.4.12,Josh.13.15,Josh.13.23,Josh.15.6,Josh.18.7,Josh.18.17,Josh.20.8,Josh.21.7,Josh.21.36,Josh.22.9,Josh.22.10,Josh.22.11,Josh.22.13,Josh.22.15,Josh.22.21,Josh.22.25,Josh.22.30,Josh.22.31,Josh.22.32,Josh.22.33,Josh.22.34,Judg.5.15,Judg.5.16,1Chr.2.1,1Chr.5.1,1Chr.5.3,1Chr.5.18,1Chr.6.63,1Chr.6.78,Ezek.48.6,Ezek.48.7,Ezek.48.31,Rev.7.5",leah_1813,israel_682,,"pallu_2325,carmi_920,hezron_1519,hanoch_1403","issachar_645,dinah_1012,judah_1751,levi_1820,simeon_2741,zebulun_3002",,"asher_337,benjamin_463,dan_973,gad_1262,joseph_1710,naphtali_2149",,R,reuben_2429,2020-09-06 23:51
reuel_2430,wip,2430,Reuel,Reuel,,,checked,checked,Reuel (son of Esau and Bashemath),Male,,,-1853,,-1712,,,,Reuel 1,"A son of Esau and Bashemath ([Gen. 36:4](/gen#Gen.36.4), [10](/gen#Gen.36.10); [1 Chr. 1:35](/1chr#1Chr.1.35)).",,,6,"Gen.36.4,Gen.36.10,Gen.36.13,Gen.36.17,1Chr.1.35,1Chr.1.37",bashemath_1887,esau_1216,,"zerah_3043,shammah_2538,mizzah_2101,nahath_2146",,,"jaalam_662,jeush_913,eliphaz_1144,korah_1793",,R,reuel_2430,2019-07-27 11:49
reuel_2432,wip,2432,Reuel,Reuel,,,checked,checked,"Ibneiah son of Jeroham; Elah son of Uzzi, the son of Mikri; and Meshullam son of Shephatiah, the son of Reuel, the son of Ibnijah",Male,,,-536,,-536,,,,,,,,1,1Chr.9.8,,ibnijah_1586,,shephathiah_2656,,,,,R,reuel_2432,2019-07-27 11:49
reumah_2433,wip,2433,Reumah,Reumah,,,checked,,,Female,,,-1862,,-1862,,,,,,,,1,Gen.22.24,,,nahor_2143,"gaham_1267,thahash_2845,maachah_1840,tebah_2832",,,,,R,reumah_2433,2019-07-27 11:49
rezia_2434,wip,2434,Rezia,Rezia,,,checked,,,Male,,,0,,0,,,Tribe of Asher,,,,,1,1Chr.7.39,,ulla_2730,,,"arah_282,haniel_1399",,,,R,rezia_2434,2019-07-27 11:49
rezin_2435,wip,2435,Rezin,Rezin,,,checked,checked,Rezin (king of Aram),Male,,,-742,,-740,,,,Rezin,"Firm; a prince, a king of Syria, who joined Pekah (q.v.) in an invasion of the kingdom of Judah ([2 Kings 15:37](/2kgs#2Kgs.15.37); [16:5-9](/2kgs#2Kgs.16.5); [Isa. 7:1-8](/isa#Isa.7.1)). Ahaz induced Tiglath-pileser III. to attack Damascus, and this caused Rezin to withdraw for the purpose of defending his own kingdom. Damascus was taken, and Rezin was slain in battle by the Assyrian king, and his people carried into captivity, B.C. 732 ([2 Kings 16:9](/2kgs#2Kgs.16.9)).",,,9,"2Kgs.15.37,2Kgs.16.5,2Kgs.16.6,2Kgs.16.9,Isa.7.1,Isa.7.4,Isa.7.8,Isa.8.6,Isa.9.11",,,,,,,,,R,rezin_2435,2019-07-27 11:49
rezin_2436,wip,2436,Rezin,Rezin,,,checked,checked,"(king of Damascus, )",Male,,,-445,,-445,,,,,,,,2,"Ezra.2.48,Neh.7.50",,,,,,,,,R,rezin_2436,2019-07-27 11:49
rezon_2437,wip,2437,Rezon,Rezon,,,checked,,,Male,,,-984,,-984,,,,Rezon,"Prince, son of Eliadah. Abandoning the service of Hadadezer, the king of Zobah, on the occasion of his being defeated by David, he became the “captain over a band” of marauders, and took Damascus, and became king of Syria ([1 Kings 11:23-25](/1kgs#1Kgs.11.23); [2 Sam. 8:3-8](/2sam#2Sam.8.3)). For centuries after this the Syrians were the foes of Israel. He “became an adversary to Israel all the days of Solomon.”",,,1,1Kgs.11.23,,eliadah_1080,,,,,,,R,rezon_2437,2019-07-27 11:49
rhesa_2438,wip,2438,Rhesa,Rhesa,,,checked,,,Male,,,26,,26,,,"Tribe of Judah,Genealogy of Jesus",Rhesa,"Affection, son of Zorobabel, mentioned in the genealogy of our Lord ([Luke 3:27](/luke#Luke.3.27)).",,,1,Luke.3.27,,zorobabel_3106,,joanna_1628,,,,,R,rhesa_2438,2019-07-27 11:49
rhoda_2439,publish,2439,Rhoda,Rhoda,,,checked,,,Female,,,44,,44,,,,Rhoda,"A rose, the damsel in the house of Mary, the mother of John Mark. She came to hearken when Peter knocked at the door of the gate ([Acts 12:12-15](/acts#Acts.12.12)).",An angel rescues Peter from prison,,1,Acts.12.13,,,,,,,,,R,rhoda_2439,2023-12-02 23:09
ribai_2440,wip,2440,Ribai,Ribai,,,checked,,,Male,,,-1055,,-1055,,,,,,,,2,"2Sam.23.29,1Chr.11.31",,,,ittai_657,,,,,R,ribai_2440,2019-07-27 11:49
rimmon_2441,wip,2441,Rimmon,Rimmon,,,checked,,,Male,,,-1048,,-1048,,,,Rimmon 1,"A man of Beeroth ([2 Sam. 4:2](/2sam#2Sam.4.2)), one of the four Gibeonite cities. (See [Josh. 9:17](/josh#Josh.9.17).)",,,3,"2Sam.4.2,2Sam.4.5,2Sam.4.9",,,,"rechab_2402,baanah_582",,,,,R,rimmon_2441,2019-07-27 11:49
rinnah_2442,wip,2442,Rinnah,Rinnah,,,checked,,,Male,,,-1721,,-1721,,,,,,,,1,1Chr.4.20,,shimon_2701,,,"amnon_233,ben-hanan_456,tilon_2857",,,,R,rinnah_2442,2019-07-27 11:49
riphath_2443,publish,2443,Riphath,Riphath,,,checked,,,Male,,,0,,0,,,,Riphath,"A crusher, Gomer’s second son ([Gen. 10:3](/gen#Gen.10.3)), supposed to have been the ancestor of the Paphlagonians.",,,2,"Gen.10.3,1Chr.1.6",,gomer_1328,,,"ashkenaz_338,togarmah_2875",,,,R,riphath_2443,2020-05-17 01:54
rizpah_2444,wip,2444,Rizpah,Rizpah,,,checked,,,Female,,,-1048,,-1018,,,,Rizpah,"Coal; hot stone, the daughter of Aiah, and one of Saul’s concubines. She was the mother of Armoni and Mephibosheth ([2 Sam. 3:7](/2sam#2Sam.3.7); [21:8](/2sam#2Sam.21.8), [10](/2sam#2Sam.21.10), [11](/2sam#2Sam.21.11)).

 It happened that a grievous famine, which lasted for three years, fell upon the land during the earlier half of David’s reign at Jerusalem. This calamity was sent “for Saul and for his bloody house, because he slew the Gibeonites.” David inquired of the Gibeonites what satisfaction they demanded, and was answered that nothing would compensate for the wrong Saul had done to them but the death of seven of Saul’s sons. David accordingly delivered up to them the two sons of Rizpah and five of the sons of Merab (q.v.), Saul’s eldest daughter, whom she bore to Adriel. These the Gibeonites put to death, and hung up their bodies before the Lord at the sanctuary at Gibeah. Rizpah thereupon took her place on the rock of Gibeah (q.v.), and for five months watched the suspended bodies of her children, to prevent them from being devoured by the beasts and birds of prey, till they were at length taken down and buried by David.

 Her marriage to Abner was the occasion of a quarrel between him and Ishbosheth, which led to Abner’s going over to the side of David ([2 Sam. 3:17-21](/2sam#2Sam.3.17)).",,,4,"2Sam.3.7,2Sam.21.8,2Sam.21.10,2Sam.21.11",,aiah_177,saul_2478,"armoni_309,mephibosheth_2000",,,,,R,rizpah_2444,2019-07-27 11:49
rohgah_2445,wip,2445,Rohgah,Rohgah,,,checked,,,Male,,,0,,0,,,Tribe of Asher,,,,,1,1Chr.7.34,,shamer_2725,,,"ahi_125,aram_287,jehubbah_821",,,,R,rohgah_2445,2019-07-27 11:49
romamti-ezer_2446,wip,2446,Romamti-ezer,Romamti-ezer,,,checked,,,Male,,,-1015,,-1015,,,Tribe of Levi,Romamti-ezer,"Elevation of help, one of the sons of Heman, “the king’s seer in the words of God, to lift up the horn.” He was head of the “four-and-twentieth” course of singers ([1 Chr. 25:4](/1chr#1Chr.25.4), [31](/1chr#1Chr.25.31)).",,,2,"1Chr.25.4,1Chr.25.31",,heman_1490,,,"bukkiah_524,jerimoth_867,eliathah_1102,giddalti_1311,hanani_1380,hananiah_1386,hothir_1564,joshbekashah_1726,mahazioth_1893,mallothi_1917,mattaniah_1952,shubael_2580,uzziel_2932",,,,R,romamti-ezer_2446,2019-07-27 11:49
rufus_2448,wip,2448,Rufus,Rufus,,,checked,checked,Rufus (son of Simon),Male,,,33,,33,,,,,,,,1,Mark.15.21,,simon_2749,,,alexander_186,,,,R,rufus_2448,2019-07-27 11:49
rufus_2449,wip,2449,Rufus,Rufus,,,checked,checked,Rufus (who was chosen in the Lord),Male,,,60,,60,,,,,,,,1,Rom.16.13,,,,,,,,,R,rufus_2449,2019-07-27 11:49
ruth_2450,wip,2450,Ruth,Ruth,,,checked,,,Female,,-1115,-1308,,26,moab_815,,Genealogy of Jesus,Ruth,"A friend, a Moabitess, the wife of Mahlon, whose father, Elimelech, had settled in the land of Moab. On the death of Elimelech and Mahlon, Naomi came with Ruth, her daughter-in-law, who refused to leave her, to Bethlehem, the old home from which Elimelech had migrated. There she had a rich relative, Boaz, to whom Ruth was eventually married. She became the mother of Obed, the grandfather of David. Thus Ruth, a Gentile, is among the maternal progenitors of our Lord ([Matt. 1:5](/matt#Matt.1.5)). The story of “the gleaner Ruth illustrates the friendly relations between the good Boaz and his reapers, the Jewish land system, the method of transferring property from one person to another, the working of the Mosaic law for the relief of distressed and ruined families; but, above all, handing down the unselfishness, the brave love, the unshaken trustfulness of her who, though not of the chosen race, was, like the Canaanitess Tamar ([Gen. 38:29](/gen#Gen.38.29); [Matt. 1:3](/matt#Matt.1.3)) and the Canaanitess Rahab ([Matt. 1:5](/matt#Matt.1.5)), privileged to become the ancestress of David, and so of ‘great David’s greater Son’” ([Ruth 4:18-22](/ruth#Ruth.4.18)).",,,13,"Ruth.1.4,Ruth.1.14,Ruth.1.16,Ruth.1.22,Ruth.2.2,Ruth.2.8,Ruth.2.21,Ruth.2.22,Ruth.3.9,Ruth.4.5,Ruth.4.10,Ruth.4.13,Matt.1.5",,,"boaz_519,mahlon_1897",obed_2228,,,,,R,ruth_2450,2019-07-27 11:49
sabtah_2451,publish,2451,Sabtah,Sabtah,,,checked,,,Male,,,-2228,,-2228,,,,Sabtah,"Rest, the third son of Cush ([Gen. 10:7](/gen#Gen.10.7); [1 Chr. 1:9](/1chr#1Chr.1.9)).",,,2,"Gen.10.7,1Chr.1.9",,cush_962,,,"havilah_1461,nimrod_2206,raamah_2380,sabtecha_2452,seba_2481",,,,S,sabtah_2451,2020-05-17 01:54
sabtecha_2452,publish,2452,Sabtecha,Sabtecha,,,checked,,,Male,,,-2228,,-2228,,,,Sabtecha,The fifth son of Cush.,,,2,"Gen.10.7,1Chr.1.9",,cush_962,,,"havilah_1461,nimrod_2206,raamah_2380,sabtah_2451,seba_2481",,,,S,sabtecha_2452,2020-05-17 01:54
sacar_2453,wip,2453,Sacar,Sacar,,,checked,,,Male,,,-1015,,-1015,,,Tribe of Levi,Sachar 2,"A son of Obed-edom the Gittite, and a temple porter ([1 Chr. 26:4](/1chr#1Chr.26.4)).",,,1,1Chr.26.4,,shimei_2233,,,"ammiel_222,issachar_646,jehozabad_813,joah_1623,nethaneel_2192,peulthai_2324,shemaiah_2627",,,,S,sacar_2453,2019-07-27 11:49
sadoc_2454,wip,2454,Sadoc,Sadoc,,,checked,,,Male,,,26,,26,,,"Tribe of Judah,Genealogy of Jesus",Sadoc,"Just, mentioned in the genealogy of our Lord ([Matt. 1:14](/matt#Matt.1.14)).",,,1,Matt.1.14,,azor_559,,achim_65,,,,,S,sadoc_2454,2019-07-27 11:49
salah_2455,publish,2455,Salah,Salah,,Shelah,checked,,,Male,,-2311,-2311,-1878,26,,,Genealogy of Jesus,Sala,"A shoot, a descendant of Arphaxed ([Luke 3:35](/luke#Luke.3.35), [36](/luke#Luke.3.36)); called also Shelah ([1 Chr. 1:18](/1chr#1Chr.1.18), [24](/1chr#1Chr.1.24)).",,,8,"Gen.10.24,Gen.11.12,Gen.11.13,Gen.11.14,Gen.11.15,1Chr.1.18,1Chr.1.24,Luke.3.35",,cainan_535,,eber_1030,,,,,S,salah_2455,2020-08-22 01:09
salathiel_2457,wip,2457,Salathiel,Salathiel,,,checked,,,Male,,,26,,26,,,"Tribe of Judah,Genealogy of Jesus",Salathiel,"Whom I asked of God, the son of Jeconiah ([Matt. 1:12](/matt#Matt.1.12); [1 Chr. 3:17](/1chr#1Chr.3.17)); also called the son of Neri ([Luke 3:27](/luke#Luke.3.27)). The probable explanation of the apparent discrepancy is that he was the son of Neri, the descendant of Nathan, and thus heir to the throne of David on the death of Jeconiah (comp. [Jer. 22:30](/jer#Jer.22.30)).",,,1,Luke.3.27,,neri_2185,,zorobabel_3106,,,,,S,salathiel_2457,2019-07-27 11:49
sallai_2458,wip,2458,Sallai,Sallai,,,checked,,,Male,,,-445,,-445,,,,Sallai 1,A Benjamite ([Neh. 11:8](/neh#Neh.11.8)).,,,1,Neh.11.8,,,,,,,,,S,sallai_2458,2019-07-27 11:49
sallu_2459,wip,2459,Sallu,Sallu,,,checked,checked,Sallu (A Benjamite living in Jerusalem),Male,,,-536,,-536,,,,,,,,1,1Chr.9.7,,meshullam_2024,,,,,,,S,sallu_2459,2019-07-27 11:49
sallu_2460,wip,2460,Sallu,Sallu,,,checked,checked,Sallu (son of Meshullam),Male,,,-445,,-445,,,,,,,,1,Neh.11.7,,meshullam_2036,,,,,,,S,sallu_2460,2019-07-27 11:49
sallu_2461,wip,2461,Sallu,Sallu,,Sallai,checked,checked,sallu (son of Shealtiel),Male,,,0,,0,,,,Sallu 1,A priest ([Neh. 12:7](/neh#Neh.12.7)).,,,2,"Neh.12.7,Neh.12.20",,,,,,,,,S,sallu_2461,2019-07-27 11:49
salma_2462,wip,2462,Salma,Salma,,,checked,,,Male,,,-1470,,-1470,,,Tribe of Judah,,,,,2,"1Chr.2.51,1Chr.2.54",,hur_1571,,,"ishma_629,ezer_1239,hareph_1412,hazelelponi_1466,idbash_1590,jezreel_1612,penuel_2314,shobal_2720,uri_2895",,,,S,salma_2462,2019-07-27 11:49
salmon_2463,wip,2463,Salmon,Salmon,,Salma,checked,,,Male,,,-1752,,26,,,"Tribe of Judah,Genealogy of Jesus",Salmon,"Shady; or Zalmon (q.v.), a hill covered with dark forests, south of Shechem, from which Abimelech and his men gathered wood to burn that city ([Judg. 9:48](/judg#Judg.9.48)). In [Ps. 68:14](/ps#Ps.68.14) the change from war to peace is likened to snow on the dark mountain, as some interpret the expression. Others suppose the words here mean that the bones of the slain left unburied covered the land, so that it seemed to be white as if covered with snow. The reference, however, of the psalm is probably to [Josh. 11](/josh#Josh.11) and 12. The scattering of the kings and their followers is fitly likened unto the snow-flakes rapidly falling on the dark Salmon. It is the modern Jebel Suleiman.",,,6,"Ruth.4.20,Ruth.4.21,1Chr.2.11,Matt.1.4,Matt.1.5,Luke.3.32",,nahshon_2144,,boaz_519,,,,,S,salmon_2463,2019-07-27 11:49
salome_2464,wip,2464,Salome,Salome,,,checked,,,Female,,,33,,33,,,,Salome 1,"The wife of Zebedee and mother of James and John ([Mat. 27:56](/matt#Matt.27.56)), and probably the sister of Mary, the mother of our Lord ([John 19:25](/john#John.19.25)). She sought for her sons places of honour in Christ’s kingdom ([Matt. 20:20](/matt#Matt.20.20), [21](/matt#Matt.20.21); comp. 19:28). She witnessed the crucifixion ([Mark 15:40](/mark#Mark.15.40)), and was present with the other women at the sepulchre ([Matt. 27:56](/matt#Matt.27.56)).",,,2,"Mark.15.40,Mark.16.1",,,,,,,,,S,salome_2464,2025-08-21 23:25
salu_2465,wip,2465,Salu,Salu,,,checked,,,Male,,,-1452,,-1452,,,,,,,,1,Num.25.14,,,,zimri_3087,,,,,S,salu_2465,2019-07-27 11:49
samgar-nebo_2466,wip,2466,Samgar-nebo,Samgar-nebo,,,checked,,,Male,,,-588,,-588,,,,Samgar-nebo,"Be gracious, O Nebo! or a cup-bearer of Nebo, probably the title of Nergal-sharezer, one of the princes of Babylon ([Jer. 39:3](/jer#Jer.39.3)).",,,1,Jer.39.3,,,,,,,,,S,samgar-nebo_2466,2019-07-27 11:49
samlah_2467,wip,2467,Samlah,Samlah,,,checked,,,Male,,,-1853,,-1701,,,,,,,,4,"Gen.36.36,Gen.36.37,1Chr.1.47,1Chr.1.48",,,,,,,,,S,samlah_2467,2019-07-27 11:49
samson_2468,wip,2468,Samson,Samson,,,checked,,,Male,,-1090,-1155,-1101,64,,,,Samson,"Of the sun, the son of Manoah, born at Zorah. The narrative of his life is given in [Judg. 13](/judg#Judg.13)-16. He was a “Nazarite unto God” from his birth, the first Nazarite mentioned in Scripture ([Judg. 13:3-5](/judg#Judg.13.3); comp. [Num. 6:1-21](/num#Num.6.1)). The first recorded event of his life was his marriage with a Philistine woman of Timnath ([Judg. 14:1-5](/judg#Judg.14.1)). Such a marriage was not forbidden by the law of Moses, as the Philistines did not form one of the seven doomed Canaanite nations ([Ex. 34:11-16](/exod#Exod.34.11); [Deut. 7:1-4](/deut#Deut.7.1)). It was, however, an ill-assorted and unblessed marriage. His wife was soon taken from him and given “to his companion” ([Judg. 14:20](/judg#Judg.14.20)). For this Samson took revenge by burning the “standing corn of the Philistines” (15:1-8), who, in their turn, in revenge “burnt her and her father with fire.” Her death he terribly avenged (15:7-19). During the twenty years following this he judged Israel; but we have no record of his life. Probably these twenty years may have been simultaneous with the last twenty years of Eli’s life. After this we have an account of his exploits at Gaza (16:1-3), and of his infatuation for Delilah, and her treachery (16:4-20), and then of his melancholy death (16:21-31). He perished in the last terrible destruction he brought upon his enemies. “So the dead which he slew at his death were more [in social and political importance=the elite of the people] than they which he slew in his life.”

 “Straining all his nerves, he bowed:  As with the force of winds and waters pent,  When mountains tremble, those two massy pillars  With horrible convulsion to and fro  He tugged, he shook, till down they came, and drew  The whole roof after them, with burst of thunder  Upon the heads of all who sat beneath,  Lords, ladies, captains, counsellors, or priests,  Their choice nobility and flower.”  Milton’s Samson Agonistes.",,,38,"Judg.13.24,Judg.14.1,Judg.14.3,Judg.14.5,Judg.14.7,Judg.14.10,Judg.14.12,Judg.14.15,Judg.14.16,Judg.14.20,Judg.15.1,Judg.15.3,Judg.15.4,Judg.15.6,Judg.15.7,Judg.15.10,Judg.15.11,Judg.15.12,Judg.15.16,Judg.16.1,Judg.16.2,Judg.16.3,Judg.16.6,Judg.16.7,Judg.16.9,Judg.16.10,Judg.16.12,Judg.16.13,Judg.16.14,Judg.16.20,Judg.16.23,Judg.16.25,Judg.16.26,Judg.16.27,Judg.16.28,Judg.16.29,Judg.16.30,Heb.11.32",,manoah_1933,delilah_1005,,,,,,S,samson_2468,2020-09-13 20:20
