"StrongsID","lemma","xlit","pronounce","description","PartOfSpeech","Language"
"H5489","סוּף","Çûwph","soof","for סוּף (by ellipsis of יָם); the Reed (Sea); Red Sea.","Proper Name Location","heb"
"H549","אֲמָנָה","ʼĂmânâh","am-aw-naw'","the same as אֲמָנָה; Amanah, a mountain near Damascus; Amana.","Proper Name Location","x-pn"
"H5490","סוֹף","çôwph","sofe","from סוּף; a termination; conclusion, end, hinder participle","Noun Masculine","heb"
"H5491","סוֹף","çôwph","sofe","(Aramaic) corresponding to סוֹף; {a termination}; end.","Noun Masculine","arc"
"H5492","סוּפָה","çûwphâh","soo-faw'","from סוּף; a hurricane; Red Sea, storm, tempest, whirlwind, Red sea.","","heb"
"H5493","סוּר","çûwr","soor","or שׂוּר; (Hosea 9:12), a primitive root; to turn off (literal or figurative); be(-head), bring, call back, decline, depart, eschew, get (you), go (aside), [idiom] grievous, lay away (by), leave undone, be past, pluck away, put (away, down), rebel, remove (to and fro), revolt, [idiom] be sour, take (away, off), turn (aside, away, in), withdraw, be without.","Verb","heb"
"H5494","סוּר","çûwr","soor","probably passive participle of סוּר; turned off, i.e. deteriorated; degenerate.","","heb"
"H5495","סוּר","Çûwr","soor","the same as סוּר; Sur, a gate of the temple; Sur.","Noun","x-pn"
"H5496","סוּת","çûwth","sooth","perhaps denominative from שַׁיִת; properly, to prick, i.e. (figuratively) stimulate; by implication, to seduce; entice, move, persuade, provoke, remove, set on, stir up, take away.","Verb","heb"
"H5497","סוּת","çûwth","sooth","probably from the same root as מַסְוֶה; covering, i.e. clothing; clothes.","Noun Masculine","heb"
"H5498","סָחַב","çâchab","saw-khab'","a primitive root; to trail along; draw (out), tear.","Verb","heb"
"H5499","סְחָבָה","çᵉchâbâh","seh-khaw-baw'","from סָחַב; a rag; cast clout.","Noun Feminine","heb"
"H55","אָבַךְ","ʼâbak","aw-bak'","a primitive root; probably to coil upward; mount up.","Verb","heb"
"H550","אַמְנוֹן","ʼAmnôwn","am-nohn'","or אֲמִינוֹן; from אָמַן; faithful; Amnon (or Aminon), a son of David; Amnon.","Noun Masculine","x-pn"
"H5500","סָחָה","çâchâh","saw-khaw'","a primitive root; to sweep away; scrape.","Verb","heb"
"H5501","סְחִי","çᵉchîy","seh-khee'","from סָחָה; refuse (as swept off); offscouring.","Noun Masculine","heb"
"H5502","סָחַף","çâchaph","saw-khaf'","a primitive root; to scrape off; sweep (away).","Verb","heb"
"H5503","סָחַר","çâchar","saw-khar'","a primitive root; to travel round (specifically as a pedlar); intensively, to palpitate; go about, merchant(-man), occupy with, pant, trade, traffick.","Verb","heb"
"H5504","סַחַר","çachar","sakh'-ar","from סָחַר; profit (from trade); merchandise.","Noun Masculine","heb"
"H5505","סָחַר","çâchar","saw-khar'","from סָחַר; an emporium; abstractly, profit (from trade); mart, merchandise.","Noun Masculine","heb"
"H5506","סְחֹרָה","çᵉchôrâh","sekh-o-raw'","from סָחַר; traffic; merchandise.","Noun Feminine","heb"
"H5507","סֹחֵרָה","çôchêrâh","so-khay-raw'","properly, active participle feminine of סָחַר; something surrounding the person, i.e. a shield; buckler.","Noun Feminine","heb"
"H5508","סֹחֵרֶת","çôchêreth","so-kheh'-reth","similar to סֹחֵרָה; probably a (black) tile (or tessara) forlaying borders with; black marble.","Noun Feminine","heb"
"H5509","סִיג","çîyg","seeg","or סוּג; (Ezekiel 22:18), from סוּג in the sense of refuse; scoria; dross.","Noun Masculine","heb"
"H551","אׇמְנָם","ʼomnâm","om-nawm'","adverb from אֹמֶן; verily; indeed, no doubt, surely, (it is, of a) true(-ly, -th).","Adverb","heb"
"H5510","סִיוָן","Çîyvân","see-vawn'","probably of Persian origin; Sivan, the third Hebrew month; Sivan.","Noun","x-pn"
"H5511","סִיחוֹן","Çîychôwn","see-khone'","or סִיחֹן; from the same as סוּחַ; tempestuous; Sichon, an Amoritish king; Sihon.","Proper Name Masculine","x-pn"
"H5512","סִין","Çîyn","seen","of uncertain derivation; Sin the name of an Egyptian town and (probably) desert adjoining; Sin.","Proper Name Location","x-pn"
"H5513","סִינִי","Çîynîy","see-nee'","from an otherwise unknown name of a man; a Sinite, or descendant of one of the sons of Canaan; Sinite.","Adjective","x-pn"
"H5514","סִינַי","Çîynay","see-nah'-ee","of uncertain derivation; Sinai, mountain of Arabia; Sinai.","Proper Name Location","x-pn"
"H5515","סִינִים","Çîynîym","see-neem'","plural of an otherwise unknown name; Sinim, a distant Oriental region; Sinim.","Adjective","x-pn"
"H5516","סִיסְרָא","Çîyçᵉrâʼ","see-ser-aw'","of uncertain derivation; Sisera, the name of a Canaanitish king and of one of the Nethinim; Sisera.","Proper Name Masculine","x-pn"
"H5517","סִיעָא","Çîyʻâʼ","see-ah'","or סִיעֲהָא; from an unused root meaning to converse; congregation; Sia or Siaha, one of the Nethinim; Sia, Siaha.","Proper Name Masculine","x-pn"
"H5518","סִיר","çîyr","seer","or (feminine) סִירָה; or סִרָה; (Jeremiah 52:18), from a primitive root meaning to boil up; a pot; also a thorn (as springing up rapidly); by implication, a hook; caldron, fishhook, pan, (wash-)pot, thorn.","Noun Masculine","heb"
"H5519","סָךְ","çâk","sawk","from סָכַךְ; properly, a thicket of men, i.e. a crowd; multitude.","Noun Masculine","heb"
"H552","אֻמְנָם","ʼumnâm","oom-nawm'","an orthographical variation of אׇמְנָם; {verily}; in (very) deed; of a surety.","Adverb","heb"
"H5520","סֹךְ","çôk","soke","from סָכַךְ; a hut (as of entwined boughs); also a lair; covert, den, pavilion, tabernacle.","Noun Masculine","heb"
"H5521","סֻכָּה","çukkâh","sook-kaw'","feminine of סֹךְ; a hut or lair; booth, cottage, covert, pavilion, tabernacle, tent.","Noun Feminine","heb"
"H5522","סִכּוּת","çikkûwth","sik-kooth'","feminine of סָךְ; an (idolatrous) booth; tabernacle.","Proper Name Feminine","heb"
"H5523","סֻכּוֹת","Çukkôwth","sook-kohth'","or סֻכֹּת; plural of סֻכָּה; booths; Succoth, the name of a place in Egypt and of three in Palestine; Succoth.","Noun","x-pn"
"H5524","סֻכּוֹת בְּנוֹת","Çukkôwth bᵉnôwth","sook-kohth' ben-ohth'","from סֻכּוֹת and the (irregular) plural of בַּת; booths of (the) daughters; brothels, i.e. idoalatrous tents forimpure purpose; Succothbenoth.","Noun","heb"
"H5525","סֻכִּי","Çukkîy","sook-kee'","patrial from an unknown name (perhaps סֹךְ); a Sukkite, or inhabitant of some place near Egypt (i.e. hut-dwellers); Sukkiims.","Proper Name Masculine","x-pn"
"H5526","סָכַךְ","çâkak","saw-kak'","or שָׂכַךְ; (Exodus 33:22), a primitive root; properly, to entwine as ascreen; by implication, to fence in, cover over, (figuratively) protect; cover, defence, defend, hedge in, join together, set, shut up.","Verb","heb"
"H5527","סְכָכָה","Çᵉkâkâh","sek-aw-kaw'","from סָכַךְ; inclosure; Secacah, a place in Palestine; Secacah.","Proper Name Location","x-pn"
"H5528","סָכַל","çâkal","saw-kal'","for כָּסַל; to be silly; do (make, play the, turn into) fool(-ish, -ishly, -ishness).","Verb","heb"
"H5529","סֶכֶל","çekel","seh'-kal","from סָכַל; silliness; concretely and collectively, dolts; folly.","Noun Masculine","heb"
"H553","אָמַץ","ʼâmats","aw-mats'","a primitive root; to be alert, physically (on foot) or mentally (in courage); confirm, be courageous (of good courage, stedfastly minded, strong, stronger), establish, fortify, harden, increase, prevail, strengthen (self), make strong (obstinate, speed).","Verb","heb"
"H5530","סָכָל","çâkâl","saw-kawl'","from סָכַל; silly; fool(-ish), sottish.","Noun Masculine","heb"
"H5531","סִכְלוּת","çiklûwth","sik-looth'","or שִׂכְלוּת; (Ecclesiastes 1:17), from סָכַל; silliness; folly, foolishness.","Noun Masculine","heb"
"H5532","סָכַן","çâkan","saw-kan'","a primitive root; to be familiar with; by implication, to minister to, be serviceable to, be customary; acquaint (self), be advantage, [idiom] ever, (be, (un-)) profit(-able), treasurer, be wont.","Verb","heb"
"H5533","סָכַן","çâkan","saw-kan'","probably a denominative from שַׂכִּין; properly, to cut, i.e. damage; also to grow (causatively, make) poor; endanger, impoverish.","Verb","heb"
"H5534","סָכַר","çâkar","saw-kar'","a primitive root; to shut up; by implication, to surrender; stop, give over. See also סָגַר, שָׂכַר.","Verb","heb"
"H5535","סָכַת","çâkath","saw-kath'","a primitive root to be silent; by implication, to observe quietly; take heed.","Verb","heb"
"H5536","סַל","çal","sal","from סָלַל; properly, a willow twig (as pendulous), i.e. an osier; but only as woven into abasket; basket.","Noun Masculine","heb"
"H5537","סָלָא","çâlâʼ","saw-law'","a primitive root; to suspend in a balance, i.e. weigh; compare.","Verb","heb"
"H5538","סִלָּא","Çillâʼ","sil-law'","from סָלַל; an embankment; Silla, a place in Jerusalem; Silla.","Noun Masculine","x-pn"
"H5539","סָלַד","çâlad","saw-lad'","a primitive root; probably to leap (with joy), i.e. exult; harden self.","Verb","heb"
"H554","אָמֹץ","ʼâmôts","aw-mohts'","probably from אָמַץ; of a strong color, i.e. red (others fleet); bay.","Adjective","heb"
"H5540","סֶלֶד","Çeled","seh'-led","from סָלַד; exultation; Seled, an Israelite; Seled.","Proper Name Masculine","x-pn"
"H5541","סָלָה","çâlâh","saw-law'","a primitive root; to hang up, i.e. weigh, or (figuratively) contemn; tread down (under foot), value.","Verb","heb"
"H5542","סֶלָה","çelâh","seh'-law","from סָלָה; suspension (of music), i.e. pause; Selah.","Verb","heb"
"H5543","סַלּוּ","Çallûw","sal-loo'","or סַלּוּא; or סָלוּא; or סַלַּי; from סָלָה; weighed; Sallu or Sallai, the name of two Israelites; Sallai, Sallu, Salu.","Proper Name Masculine","x-pn"
"H5544","סִלּוֹן","çillôwn","sil-lone'","or סַלּוֹן; from סָלָה; a prickle (as if pendulous); brier, thorn.","Noun Masculine","heb"
"H5545","סָלַח","çâlach","saw-lakh'","a primitive root; to forgive; forgive, pardon, spare.","Verb","heb"
"H5546","סַלָּח","çallâch","saw-lawkh'","from סָלַח; placable; ready to forgive.","Adjective","heb"
"H5547","סְלִיחָה","çᵉlîychâh","sel-ee-khaw'","from סָלַח; pardon; forgiveness, pardon.","Noun Feminine","heb"
"H5548","סַלְכָה","Çalkâh","sal-kaw'","from an unused root. meaning to walk; walking; Salcah, a place East of the Jordan; Salcah, Salchah.","Proper Name Location","x-pn"
"H5549","סָלַל","çâlal","saw-lal'","a primitive root; to mound up (especially a turnpike); figurative, to exalt; reflexively, to oppose (as by a dam); cast up, exalt (self), extol, make plain, raise up.","Verb","heb"
"H555","אֹמֶץ","ʼômets","o'-mets","from אָמַץ; strength; stronger.","Noun Masculine","heb"
"H5550","סֹלְלָה","çôlᵉlâh","so-lel-aw'","or סוֹלְלָה; active participle feminine of סָלַל, but used passively; a military mound, i.e. rampart of besiegers; bank, mount.","Noun Feminine","heb"
"H5551","סֻלָּם","çullâm","sool-lawm'","from סָלַל; a stair-case; ladder.","Noun Masculine","heb"
"H5552","סַלְסִלָּה","çalçillâh","sal-sil-law'","from סָלָה; a twig (as pendulous); basket.","Noun Feminine","heb"
"H5553","סֶלַע","çelaʻ","seh'-lah","from an unused root meaning to be lofty; a craggy rock, literally or figuratively (a fortress); (ragged) rock, stone(-ny), strong hold.","Noun Masculine","heb"
"H5554","סֶלַע","Çelaʻ","seh'-lah","the same as סֶלַע; Sela, the rock-city of Idumaea; rock, Sela(-h).","Proper Name Location","x-pn"
"H5555","סֶלַע הַמַּחְלְקוֹת","Çelaʻ ham-machlᵉqôwth","seh'-lah hammakh-lek-oth'","from סֶלַע and the plural of מַחֲלֹקֶת with the article interposed; rock of the divisions; Sela-ham-Machlekoth, a place in Palestine; Sela-hammalekoth.","Proper Name Location","x-pn"
"H5556","סׇלְעָם","çolʻâm","sol-awm'","apparently from the same as סֶלַע in the sense of crushing as with a rock, i.e. consuming; a kind of locust (from its destructiveness); bald locust.","Noun Masculine","heb"
"H5557","סָלַף","çâlaph","saw-laf'","a primitive root; properly, to wrench, i.e. (figuratively) to subvert; overthrow, pervert.","Verb","heb"
"H5558","סֶלֶף","çeleph","seh'-lef","from סָלַף; distortion, i.e. (figuratively) viciousness; perverseness.","Noun Masculine","heb"
"H5559","סְלִק","çᵉliq","sel-eek'","(Aramaic) a primitive root; to ascend; come (up).","Verb","arc"
"H556","אַמְצָה","ʼamtsâh","am-tsaw'","from אָמַץ; force; strength.","Noun Feminine","heb"
"H5560","סֹלֶת","çôleth","so'-leth","from an unused root meaning to strip; flour (as chipped off); (fine) flour, meal.","Noun Feminine","heb"
"H5561","סַם","çam","sam","from an unused root meaning to smell sweet; an aroma; sweet (spice).","Noun Masculine","heb"
"H5562","סַמְגַּר נְבוֹ","Çamgar Nᵉbôw","sam-gar' neb-o'","of foreign origin; Samgar-Nebo, a Babylonian general; Samgar-nebo.","Proper Name Masculine","x-pn"
"H5563","סְמָדַר","çᵉmâdar","sem-aw-dar'","of uncertain derivation; a vine blossom; used also adverbially, abloom; tender grape.","Noun Masculine","heb"
"H5564","סָמַךְ","çâmak","saw-mak'","a primitive root; to prop (literally or figuratively); reflexively, to lean upon or take hold of (in a favorable or unfavorable sense); bear up, establish, (up-) hold, lay, lean, lie hard, put, rest self, set self, stand fast, stay (self), sustain.","Verb","heb"
"H5565","סְמַכְיָהוּ","Çᵉmakyâhûw","sem-ak-yaw'-hoo","from סָמַךְ and יָהּ; supported of Jah; Semakjah, an Israelite; Semachiah.","Proper Name Masculine","x-pn"
"H5566","סֶמֶל","çemel","seh'-mel","or סֵמֶל; from an unused root meaning to resemble; a likeness; figure, idol, image.","Noun Masculine","heb"
"H5567","סָמַן","çâman","saw-man'","a primitive root; to designate; appointed.","Verb","heb"
"H5568","סָמַר","çâmar","saw-mar'","a primitive root; to be erect, i.e. bristle as hair; stand up, tremble.","Verb","heb"
"H5569","סָמָר","çâmâr","saw-mar'","from סָמַר; bristling, i.e. shaggy; rough.","Adjective","heb"
"H557","אַמְצִי","ʼAmtsîy","am-tsee'","from אָמַץ; strong; Amtsi, an Israelite; Amzi.","Proper Name Masculine","x-pn"
"H5570","סְנָאָה","Çᵉnâʼâh","sen-aw-aw'","from an unused root meaning to prick; thorny; Senaah, a place in Palestine; Senaah, Hassenaah (with the article).","Proper Name Masculine","x-pn"
"H5571","סַנְבַלַּט","Çanballaṭ","san-bal-lat'","of foreign origin; Sanballat, a Persian satrap of Samaria; Sanballat.","Proper Name Masculine","x-pn"
"H5572","סְנֶה","çᵉneh","sen-eh'","from an unused root meaning to prick; a bramble; bush.","Noun Masculine","heb"
